@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, ': Super Commentaire : Les prévisions sont fiables . Très belle interface . Bravo aux développeurs . '
bien, ': Top pour Paris et IDF Commentaire : Appli meteo en general assez fiable et précise pour Paris et sa région . Il ne manque que la carte des pluies que l\' on trouve sur le site internet '
bien, ': Une de mes rares appli Commentaire : J en suis tres contente . Ce n est pas une science exacte ms ca permet d avoir la tendance donc tres bien '
bien, ': Ne s\' ouvre pas Commentaire : Tout marche enfin correctement ! Et je trouve ce site très utile . Je le consulte tous les jours . Merci Guillaume ! '
bien, ': Parfaite Commentaire : Quelle que soit la ville les prévisions ont plus de justesse que les concurrents . L\' appli est de plus très belle ! '
bien, ': Super Commentaire : Météo fiable Mais les vues dynamiques ne sont pas toutes accessibles ( pluies ) . '
neutre, ': Commentaire : L\' île de France est trop vaste pour synthétiser des prévisions précises . Il faudrait pouvoir zoomer sur certaines zones . Avantage de l\' appli : le lien vers des sites d\' animation en temps réel des nuages et des pluies . '
bien, ': Commentaire : Très bonne fiabilité mais quelques fois se ferme inopinément . Merci aux développeurs qui nous fournissent cette application avec pub mais gratuite et très bien faite '
bien, ': Juste et utile Commentaire : J\' aime beaucoup cette application le site est très bien fait , je consulte presque tous les jours '
bien, ': Meteo Commentaire : Super appli . Prévision fiables et précises . Analyses disponibles et statistiques . Super ! '
bien, ': La meilleur application météo Commentaire : Merci beaucoup pour votre application qui est de loin la meilleure sur Android et ios . Encore merci et bravo . '
bien, ': Un grand bravo Commentaire : La SEULE application qui donne une météo précise et actualisée régulièrement . Météo France peut aller se rhabiller ! '
bien, ': Super Commentaire : Très bonne application pour la région parisienne . La refonte récente est une réussite , bravo . '
mauvais, ': Commentaire : Je l\' ai sous iphone et sous Samsung ça ne donne pas la même température réelle sur les deux sites seule l\' application iphone est correcte et donne les mêmes données que le site internet vous y comprenez quelques choses ? '
mauvais, '
bien, ': Commentaire : Jolie travail . Très peu d erreur de prevision par rapport a tout les autres sites . Ceci est due au fait qu ils sont capables d analyser le modèle américain et européen et d en faire une synthese contrairement a la pluspart des sites qui sont automatiques . Merci pour ces previsions . '
bien, ': Application très pratique Commentaire : Une météo précise et des animations de suivi des pluies et des nuages qui permettent de savoir quand sortir sans être mouillé ou si on peut poursuivre sur l\' option barbecue ... '
bien, ': Commentaire : Tout est dans le nom ... Très bien . Merci . Il me manque juste le va t il pleuvoir dans l\' heure de météo France '
bien, ': Encore mieux que la précédente version Commentaire : A tous les ronchons , la météo n\' est pas une science exacte . Ce qui est vrai maintenant ne le sera plus dans 2 heures . '
bien, ': Commentaire : Parfait pour les prévisions a 5 jours . Je l\' utlise tous les jours à Paris et dès que je vais en région je regarde si l\' appli existe . '
mauvais, ': Un mauvais point Commentaire : On ne peut pas consulter les horaires des films sachant que c\' est dans le même onglet que réservation et que les ventes ne sont pas ouvertes 24h/24 . A corriger svp '
mauvais, ': Geolocalistion oppressante Commentaire : Rien ne marche tant que vous n\' avez pas activer votre GPS afin de vous localisez . Si je sais dans quel cinema je veux aller et quel film je veux aller voir , je nai pas besoin que l\' App sache où je suis ! DESINSTALLATION DIRECTE ! '
mauvais, ': Plante ! Commentaire : GT-I9300 , rom CM11 4.4.4 . L\' appli plante à l\' ouverture et fonctionnait en kitkat 4.4.2 . Une mise à jour serait sympa . L\' appli CGR fonctionne ; - ) Alors je ne devrais pas être inquiet , Gaumont-Pathé devrait vite réagir : - ) '
mauvais, ': Problème depuis la maj Commentaire : Depuis la mise à jour l\' application ne fonctionne plus alors qu\' elle été tres pratique pour réserver des places ... A quand cette corection de bug ? ? ? '
mauvais, ': Stop à la géolocalisation intempestive Commentaire : Cette appli était très bien jusqu\' à ce que l\' on soit obligé d\' activer le gps même pour trouver un cinéma connu ... je n\' utiliserai plus '
mauvais, ': Nulle , a refaire de zéro Commentaire : Une bonne démonstration d\' une application web " multiplateforme " et médiocre . Interface mal conçue , réactivité nulle , et au delà de l\' application je pense que le serveur bug aux heures de pointe car le site ne répond pas non plus . Donc si les cinémas Gaumont se préoccupent de leurs clients ils feront mieux d\' investir une partie de leurs bénéfices pour améliorer leur site et applications . '
mauvais, ': Temps de chargement Commentaire : Très lent , la moindre action dans cette application demande un chargement . Dommage , les e-ticket sont pratiques . '
mauvais, ': Carte ikea Commentaire : Voilà l\' application est bien mais il manque le tarif ikea qui permet de faire de grosse réduction . Je mets une étoile pour que ce commentaire se fasse remarquer et qu\' il le mette à jour . Sinon je vous conseille l\' application . '
mauvais, ': Ergonomie lamentable Commentaire : Parcours utilisateur passable , ergonomie ratée , pas du tout standardisée Android ( ça sent le mauvais portage iOS ) , l\' enregistrement du moyen de paiement qui ne marche pas ( cela dit , si la sécurité est comme le reste , c\' est pas plus mal ) . Feedback déroutant , comportements étranges à la limite du bug . J\' ai fait trois réservations et basta , désinstallation . '
mauvais, ': Refuse de fonctionner et se bloque qd la localisation est désactivée meme avec wifi . Ça a du etre codépar un stagiaire Commentaire : Toujours pas de maj . Qd la geoloc est désactivée la seule solution est de killer l\' appli . #windows3.11 pathe devrait prendre exemple sur la derniere version de ugc direct '
mauvais, ': Bof Commentaire : Application vraiment médiocre comparé à celle de l\' app store . '
mauvais, ': Problème avec cet appli Commentaire : L\' appli est depuis quelques jours automatiquement signalé comme dangereuse par plusieurs antivirus ... . Par sécurité je vous conseille de la désinstaller . '
bien, ': Plante au démarrage Commentaire : Comme signalé par un commentaire précédent l\' appli plante dès le démarrage sur GS3 CM11 ! Une maj rapide serait la bienvenue ! '
mauvais, ': Site web mobile absolument identique , en plus rapide ! Commentaire : Incompatible avec les tablettes , ergonomie et fiabilité catastrophique ! Sur le temps qu\' il faut pour prendre un billet , on passe 80 % à valider des infos déjà saisies . A chaque étape on attend une réponse serveur ( très lent et inutile ) . Bref c\' est lent quand ça marche bien , et cauchemardesque quand il y a un pb côté connexion ou serveurs . Parce que y a rien d\' autre ... Quand on arrive à commander un billet , le lecteur de QR Code ( qd on rentre en salle ) a du mal à lire le billet '
neutre, ': Interface à revoir Commentaire : J\' aime voir les horaires des séances et la possibilité d\' acheté les places . Par contre l\' interface est à revoir complètement , manque d\' ergonomie ( bouton trop petit/design ne respecte pas les standard android ... ) '
mauvais, ': Nul Commentaire : Ça bug sans arrêt . L\' appli plante des que l\' on veut réserver . A quand une mise à jour correcte ? '
neutre, ': Quelques bugs Commentaire : Impossible de modifier la carte de paiement ou de la supprimer . Impossible d\' ajouter de nouveaux cinémas favoris . Quand est -ce que ces problèmes seront corrigés ? '
neutre, ': A améliorer Commentaire : Je commande régulièrement mes e-billets et tout marche pour le mieux . Cependant les options du compte pourraient être plus diversifiées : historique des films , utiliser ses points , . . '
mauvais, ': Nul Commentaire : Une application qui marche quand elle veut et pa souvent d ailleur . Passe son temps a essayer de vous geocalise pour trouver une ciné . Les films s affiche quand ils veulent . Je desinstale . '
neutre, ': Commentaire : Quelques bug , notamment pour la connexion au GPS et une recherche très longue à se lancer. . a part ça , génial '
bien, ': Attention virus depuis la MAJ Commentaire : Depuis la dernière mise à jour , Avast détecte un virus au niveau du module de paiement . Dommage car l\' application est très pratique . '
mauvais, ': Autorisations Commentaire : Pourquoi envoyer des invitations à mes contacts à mon insu ? Pourquoi me localiser par GPS automatiquement ? Je desinstalle '
mauvais, ': Nouvelle autorisation Commentaire : A quoi peux bien vous servir cette nouvelle autorisation ? C\' est effarant le nombre de programme qui se mette à jour en demandant de nouvelles autorisations sans s\' expliquer ! Pas de mise à jour pour l\' instant '
mauvais, ': Mémorisation des cartes 3/5 places ! Commentaire : Toujours pas de prise en charge des cartes 3/5 places . Obligés de taper à chaque commande les 16 chiffres ! Pour le reste , bon fonctionnement très aléatoire et ergonomie catastrophique . Vive les futures améliorations : - ) '
mauvais, ': Nexus4 Commentaire : Je ne peux pas utiliser les points cadeau . Sinon pour le reste l\' appli est sympa ... Je la garde juste pour voir les séances et l\' heure '
neutre, ': Point fidélité Commentaire : Quand est ce qu\' on pourra utiliser les points des cartes fidélité depuis l\' application , pas pratique de commander depuis le pc surtout quand on est devant un cinéma ... '
mauvais, ': Chris Commentaire : Appli très moyenne . OK pour voir films et bandes annonces ms pour acheter des places , ça plante très ( voire trop ? ) Souvent ... C\' est bien dommage au final '
mauvais, ': Bien mais ... Commentaire : Accès aux horaires du films ne marche pas très souvent ... et c\' est quoi se délire de pas pouvoir voir les horaires entre 22h et 4h ... c\' est très embêtant quand on veut voir les horaires d\' un film . '
bien, ': HTC wildfire S Commentaire : Marché bien , mais il est dommage que l\' application ne permette que d\' installer en cinéma favoris les ciné Pathé et Gaumont . '
neutre, ': Petit sousi depui le s4 Commentaire : C\' est plutôt chien les s\' affiche des film en miniature par pitié fait une mise à jour qu\' on puise voir l\' affiche des film merci '
bien, ': Super Commentaire : Super appli , on peut voir les bandes annonces , les seances de cinema , les points sur la carte , les films a l\' affiche. . En plus qui ne prend pas beaucoup de place . Trés bien 5 étoiles ! '
bien, ': Génial Commentaire : Les horaires à porté de main . En 5 min choix du film , BA visionnée si besoin et place réservées . '
mauvais, ': Bien sauf que Commentaire : Quand on clic sur les films à l\' affiche . Il y a les films qui ne sont pas encore sortie . Donc à quoi bon cette touche ? ? ? '
neutre, ': En retard Commentaire : L\' application semble encore destinée aux utilisateurs d\' Android 2.3 , mâle conçue , ne peut pas être mise en paysage sur une tablette ( et dans le cas d\' une tablette convertible c\' est vraiment vraiment nul ) . J\' espère une prochaine mise à jour . À part ça , elle remplie son rôle . '
mauvais, ': Pas terrible Commentaire : Ergonomie incompréhensible . Impossible d\' acheter des billets , le sélecteur de nombre ne fonctionne pas , j\' ai du passer par le site WEB traditionnel . '
neutre, ': longue à charger les cinéma favori Commentaire : longues à charger les favoris et depuis que j\' ai enregistrer les cartes lepass sur le site parce que l\' appli ne voulait pas le faire plus moyen de réservé " numéro carte le pass erroné " même sans connexion au compte gaumont . Peut mieux faire '
neutre, ': Pas mal ! Commentaire : Quelques bugs : impossible de modifier l\' adresse postale de son compte après l\' avoir insérée sur le web . Le type de séance ( 2D ) ne s\' affiche pas lorsque c\' est en 2D au contraire de la 3D et de l\' IMAX . '
mauvais, ': Problème avec le règlement Commentaire : Lors de l\' achat de place ça plante ; retour a une page qui ressemble a l\' acceuil et pas d \' obtention de Qcode ; résultat : l achat est débité mais vous n avez pas les places , l application plante à corriger rapidement ! ! ! C était mieux avant '
mauvais, ': Urgent ! Commentaire : Il serait temps de faire des mise a jour ! Parce que sur iPhone ces pas la même choses ! Et ça fonctionne très bien l\' application cinéma Gaumont de iPhone ! '
mauvais, ': NE PAS METTRE A JOUR ! ! Commentaire : Surtout ne mettez pas à jour votre application Gaumont Pathé sous peine de voir ce qui marchais bien , ne plus marcher du tout ! Une mise à jour qui ne tient pas compte des anciennes version Android et qui ne fonctionne qu\' avec la version la plus récente c\' "est un très mauvais équilibre ! Je peut à présent me connecter à mon compte et enregistrer ma carte pass , mais je ne peut plus commander de places ! ! ! mais ou est l\' intêret de mettre à jour dans ce cas ? Sérieusement . '
bien, ': Ca change la vie Commentaire : Plus besoin de lunette pour lire , je grossis les caractères . On peut aussi changer la couleur du fond en sepia , c\' est moins lumineux que le blanc . Très facile d\' utilisation . '
bien, ': Superbe Commentaire : Facile et pratique '
neutre, ': Bien Commentaire : J\' aime bien simple et utile '
bien, ': excellente Commentaire : excellente liseuse . Petit bémol lorsque les livres n\' ont pas de couverture , il est difficile de les différencier . '
bien, ': Commentaire : Bien mieux que playbook '
bien, ': Commentaire : C utile et pratique '
bien, ': Ali Commentaire : Top '
bien, ': Aaaaah Commentaire : Voilà '
neutre, ': Commentaire : Première utilisation '
bien, ': Commentaire : Appli parfaite ! '
bien, ': Commentaire : je souhaite voir les formats pdf en plein écran aussi avec la rotation . . et un lien direct vers l\' emplacement du livre en cliquant sur sa couverture , pour le reste , parfait ! '
bien, ': Génial Commentaire : Superbe application ! J\' apprécie vraiment ma présentation sous forme d\' étagère . '
mauvais, ': Non Commentaire : N adapte pas le texte des pdf qd on zoome et donc inutilisable sur un smartphone . Dommage c qd mm le minimum pour ne pas lire avec une loupe . Si vous pouviez faire comme qpdf viewer qui adapte le texte des pdf c vital sur smartphones . '
bien, ': Très bien . Commentaire : Possibilité de marque page . Par contre j\' ai pas trouvé comment réouvrir le livre en cours de lecture . Je me suis donc créer à l\' intérieur des dossiers pour les En Cours et les Finis . '
bien, ': Commentaire : Trés trés bonne application vraiment rien a dire j\' en n\' ai tester pleins d\' autres qui sont nul cette aplication es parfaite ne changer rien bravo et merci '
bien, ': Commentaire : Fonctionne parfaitement . Le choix des paramètres est assez varié pour satisfaire la plupart des besoins . '
bien, ': Commentaire : J\' apprécie déjà le contenu avant même de l?utiliser . Je trouve l\' application très bien mais 20MB c\' est trop d\' espace . '
bien, ': Très bon lecteur epub Commentaire : S\' adapte a la taille d\' écran de manière a que ça soit agréable de lire sur son portable ou sa tablette '
bien, ': Très bonne application Commentaire : Elle fait le travail qu\' on lui demande , elle est ergonomique . Merci aux développeurs '
bien, ': Simple , efficace et stable Commentaire : Tout est dit . Sur Samsung tab 2 avec Android 4.2.2 '
mauvais, ': Rien d\' extraordinaire Commentaire : Peu de reglages \' un lecteur basique qui fait son boulot mais manque d\' options . '
bien, ': Très bonne appli Commentaire : Bien stable et simple d\' emploi que demander de plus ? '
bien, ': Commentaire : Vraiment super comme appli et la présentation est extra : -D '
bien, ': Commentaire : Tout simplement génial , tres simple d\' utilisation . Je le conseil a tous ! '
mauvais, ': Commentaire : Ça lag à un point ! ! Jamais vu ça , il faut 2 à 3 secondes pour tourner une page ( format epub ) . Xperiaz . '
bien, ': Sépia ? ! Commentaire : Impossible de passer l\' écran en sépia ou en noir sur un téléphone alors que cela est possible sur une tablette pourquoi ? Merci pour votre réponse autre problème comment activer la veille après 5 minutes ? How i can activate auto screen off acter 5 minutes thanks '
bien, ': Genialissime ! Commentaire : Même si on ne peut pas lire les Pdf avec , C pas grave je mets quand même 5 étoiles . Très belle Interface , facile à utiliser ! bravo aux développeurs , très belle app . Samsung Galaxy Tab 2 '
bien, ': Genial Commentaire : Plusieurs te le chargements où j\' étais déçu et cette application est la meilleure qui soit ... elle lit la plupart des formats qu\' on peut trouver ainsi que toutes les images pour les couvertures de livres . LA MEILLEURE ! ! ! '
bien, ': Pas mal Commentaire : Comment utiliser le marque page ? Et wtf après une semaine payant ? '
bien, ': Commentaire : Bonne appli . dommage que le choix des couleurs ne soit pas a portée de mains . '
mauvais, ': Free ? Commentaire : Version d\' essai d\' une semaine . Ce n\' est pas très honnête de la présenter comme gratuite sans aucune indication du prix final . très lent , inutilisable . Je desinstalle . '
bien, ': Super appli ! Commentaire : ??? Mais qu\' arrive t il après les 7 jours d\' essai ? ??? '
bien, ': C\' est l\' une des meilleures ! Commentaire : Malheureusement quelques fichiers , quand on fait zoom , ne veulent pas passer de page en page ... '
neutre, ': Trop peu de format ... Commentaire : Ne prend pas en charge les cbr , cbz ... '
bien, ': Idéal Commentaire : Après une longue quête , cette application dépasse même mes attentes ! Très soignée , agréable , intuitive et du coup , très simple . Ce qui doit expliquer son poids. . A part ca rien à dire . '
bien, ': Génial ! ! ! Commentaire : C vraiment super et très facile d\' accès je suis très très contente de cela '
bien, ': EXCEPTIONNEL Commentaire : Très belle présentation : livres sur une bibliothèque , l\' impression de tourner les pages d\' un vrai bouquin , nombreuses options utiles , bref du tout bon ... '
bien, ': Très bien Commentaire : Bon lecteur Epub et Pdf '
bien, ': Commentaire : I like this app. . user-friendly ... '
bien, ': Commentaire : Le meilleur parmis ce genre d\' app '
mauvais, ': Commentaire : Adobe flash player n est pas pris en charge par mon smartphone ! ! ! ! '
bien, ': Commentaire : Tres bien '
mauvais, ': Commentaire : Nul '
bien, ': Commentaire : Fantastic '
bien, ': Commentaire : Je '
mauvais, ': Commentaire : Quel utilité ? '
mauvais, ': Nul Commentaire : Peu ergonomique pour le surf sur internet de sites en flash . Je déconseille . '
mauvais, ': Marche pas Commentaire : Demande l\' accès a l\' apn et au micro ! ! ! ! A bannir '
mauvais, ': Commentaire : Fonctionne pas et ralentis mon pc '
mauvais, ': MERDE Commentaire : sa lit meme pas les bandes sont cette merde '
mauvais, ': Pourri Commentaire : Ne marche pas '
bien, ': Flash player plugging Commentaire : Pour afficher le format flash sur vos pages internet ... '
mauvais, ': Nul Commentaire : Ne reagit pas ! '
bien, ': Commentaire : Maintenant je peux lire les vidéos '
mauvais, ': Impossible Commentaire : L\' installation est impossible elle s\' arrête à 96/100 nul décommandé '
mauvais, ': TOUJOURS PAS Commentaire : Je peux toujours pas lire les videos . '
mauvais, ': Marche pas ... Commentaire : Ne fonctionne pas ... '
mauvais, ': nul Commentaire : marche pas ! ! '
mauvais, ': Commentaire : Ne fonctionne pas sur Z1 compact '
bien, ': Commentaire : C\' est meilleur '
neutre, ': Inutile car non fonctionnelle Commentaire : Ne reconnaît plus mes identifiant canal , c\' est bien la peine de leur laisser 94€ par mois pour voir les matchs si on ne peut même pas utiliser leurs outils . '
bien, ': bien sur SGT3 mais pas possible de supprimer les notifications sur XZ Commentaire : je mettrai la 5eme étoile quand les notifications cesseront malgré le fait qu\' elles soient desactivées '
neutre, ': Bonne appli Commentaire : Il manque un lien pour les matchs en direct quand on est abonné à Rugby+ '
bien, ': Excellente appli ! Commentaire : Vidéos de qualité , expérience multi-angles unique , un must pour le fan de rugby ! Merci Canal+ ! '
neutre, ': Hummmmm Commentaire : Profil du joueur perdu si changement de tablette ... . Un conseil ? '
bien, ': Commentaire : e n\' arrive pas à sélectionner mon équipe de coeur ... sinon , appart ça super appli ... '
bien, ': Excellent Commentaire : Cette application est un véritable sans faute . Très facile à utiliser en plus . '
bien, ': Bien mais ... Commentaire : Bonne application mais dommage qu\' il n\' y ai pas la coupe d\' Europe et le challenge européen '
bien, ': Commentaire : uper très utile excellent car j adore le rugby et je pratique le rugby télécharger cette appliquation '
mauvais, ': Domage Commentaire : Bonne appli quand elle fonctionnait ... impossible de s\' y connecter depuis quelques temps '
mauvais, ': Marche plus ! ! ! Commentaire : Je ne plus me connecter , il ne reconnaît plus mes identifiants ! A résoudre au plus vite ! ! ! '
bien, ': Bien sur ma tablette xperia tablette Z Commentaire : Très bonne application , pour suivre l\' actualité du rugby , seul petit problème sur certaines vidéos il n\' y a pas de son . '
mauvais, ': Rempli de bugs Commentaire : L\' application est parfois inutilisable , pour la 23 journée les matchs sont marqués pour le dimanche , alors qu\' ils ont lieu le samedi . '
bien, ': Excellente application mais ... Commentaire : Est -il possible de mettre les calendriers de match à jour svp '
mauvais, ': Nul il e dise erreur stoqage disponible inssufisant Commentaire : Nnnnuuuul '
mauvais, ': Commentaire : pplication complètement raté dommage elle aurait pu être énorme mais bon c\' est de la daube . '
neutre, ': Le classement prévisionnel est bloqué par ordre alphabétique Commentaire : Impossible de le faire bouger '
bien, ': Trop cool Commentaire : Bien car ont peut voir en reyplay '
bien, ': Trooop top Commentaire : Gennial cet apli pour savoir les infos duu rugby et ettre toujours a jours sur les claaaassement et leees resultaaaaat '
bien, ': Commentaire : énial et je suis impressionné par la calité de cett application '
bien, ': Bien Commentaire : Dommage que , il faut un copte canal plus pour revoir les match '
bien, ': Utile Commentaire : Appli très utile pour les fans de rugby '
mauvais, ': Ne fonctionne pas avec les identifiants canal Commentaire : Bug ... Bug . . . je ne comprends pas avant elle fonctionnait correctement . '
mauvais, ': Gros bug aujourd\'hui Commentaire : Moi aussi l\' appli ne reconnaît plus mes identifiants aujourd\'hui jour de match bien sûr . Inacceptable . '
mauvais, ': Dommage Commentaire : Fonctionne aléatoirement et maintenant ne reconnaît plus mes identifiant . '
bien, ': Genial Commentaire : Permet de voir jour de rugby bonne rapidité , excellente qualité des vidéos '
bien, ': Commentaire : e qui aime le rugby vont bien aimer '
mauvais, ': Oups Commentaire : Ne reconnait pas les identifiants canal ... en production : ( '
bien, ': Commentaire : pplication merveilleuses on peut revoir les math revoir les essais sous plusieurs angle sur je m ai 9 '
bien, ': Dommage Commentaire : Sur multicam on peut voir qu\' un match à la fois '
bien, ': Bien mais Commentaire : Peux faire mieux ! ! Il manque les stats de chaque clubs et de chaque joueurs . '
bien, ': Rugby Commentaire : Et ben c\' est assez bien pour le rugby '
bien, ': c\' est top Commentaire : c\' est le top car tu peux regarder des matchs deja passer . '
neutre, ': Bien mais Commentaire : Trop de bugs sur les pronostics avec deux journees manquantes et donc pas d\' evolution classement . Derniere journee manquant : 19eme '
bien, ': Commentaire : rès pratique et une bonne qualité . '
bien, ': Question Commentaire : Tres bonne appli . Par contre , après chgmt de tel ( Sony experia ) , mon profil ne s\' affiche plus , ni lequipe de coeur , ni le classement prévisionnel . Merci de m aider '
mauvais, ': Complètement dépassée ! Commentaire : Je mets 2 étoiles et encore je suis gentil car Abonné canal plus , j\' ai pu en profiter un moment et il faut reconnaître qu\' il n\' y avait aucune autre appli valable . Bref , installez l\' appli " ULTIMATE RUGBY " vous comprendrez pourquoi celle de canal est dépassée . Je crois qu\' ils ont tout mis dans les 30 ans de canal et ils ont complètement laissé tombé le reste . Depuis quelques semaines cette appli bugue je suis obligé de me reconnecter à chaque fous que je l\' ouvre , je ne reçois plus aucune notifications ... . '
bien, ': Super mais ! ! Commentaire : Très bien . Le seule défaut du jeux c\' est qu\' il est est en retard ? '
bien, ': Cool Commentaire : Cool '
bien, ': Bien mais des bugs ! Commentaire : Je vais sur ASM-Montpellier et c\' est Castres-Toulouse qui s\' affiche ! ! '
bien, ': Bonne appli Commentaire : Elle fait le boulot . Il manque la possibilité de faire des copier/coller et la possibilité de choisir la sonnerie '
bien, ': Commentaire : arfait ! '
bien, ': Impeccable Commentaire : Simple d\' utilisation , fait ce qu\' on lui demande ! On ne s\' attarde pas à paramétrer . Merci '
bien, ': Parfait ! Commentaire : Il au top pour créer son propre rythme d\' exercice , de pause , tout est réglable et personnalisable à souhait ! ! '
bien, ': Commentaire : xelent ! '
bien, ': Commentaire : a fait complètement le taff . '
bien, ': Sport Commentaire : Jaime bcp '
bien, ': Très bon minuteur Commentaire : Excellent timer , modifiable à souhait et maintenant avec un son lors de la fin des différentes séries . Je le recommande . '
bien, ': Très bien Commentaire : Répétition avec cloche et/ou vibration . 2 intervalles . '
bien, ': Minuteur d\' exercice Commentaire : Trop trop bien '
bien, ': Excellent minuteur Commentaire : Bon timer modification simple facile de utilisation '
bien, ': Super Commentaire : Dommage qu\' il n\' y a pas de son '
bien, ': Commentaire : res bien conçu '
bien, ': Wiki birdy Commentaire : Vraiment super , je sent déjà la douleur des les 2 premiers jours ! Bravo ! '
bien, ': Rian a redire Commentaire : Excellent en complément de mon entrainement de course a pieds pour le renforcement physique . J utilise aussi la même application pour les pompes et les squats . Parfait : ) '
bien, ': Super Commentaire : J\' adore cette application , je m\' en sert tout les jours et elle marche très bien . Elle n\' a aucun bug ! '
bien, ': Applis élémentaire pour la survie ! Commentaire : Super application , permet de bien travaillé , les programmes sont super ! Je vous conseille fortement cette application ! ^_^ '
bien, ': Commentaire : Pas mal pour le sport quotidien . Un conseil , prenez les autres applications du même éditeur , c\' est assez complet ! '
bien, ': tres bon Commentaire : je trouve quil pousse a se surpasser ( avec le compte a rebours des pompes ) . A essayer ! '
bien, ': Push Ups pro Commentaire : Elle est très bien elle te fait bien travailler je vous conseille de l essayer . '
bien, ': Je l\' essaie pour la 1ere fois Commentaire : J\' ai pas pu activer le comptage via senseur de proximité ! C\' est une bonne aplic en tt les cas '
bien, ': Top Commentaire : Je recommande vivement , je reprends le sport et cette application est motivante et adaptée pour moi et pour tous '
bien, ': Pas mal pas mal Commentaire : C est que des pompes . Ça envoi au début mais apres ça va '
bien, ': Impeccable Commentaire : Je l\' utilise tt les jours et les notifications nous permettent de ne pas rater l\' entraînement '
bien, ': Kiffant Commentaire : Franchement débit septique met on si prend vite au jeux de pouvoir constater c\' est amélioration de manière quotidienne '
bien, ': Manque la planification Commentaire : Bonne application il faudrait pouvoir configurer la planification selon les jours de la semaine et pas forcément tout les 2 jours ... '
bien, ': J\' en peu plus ! ! ! Commentaire : Après j\' en peu petetre ? mais au moins sa fais faire du sport même si j\' aime pas bc sa ... . . MAIS C TROP BIEN ! ! ! ???????? '
bien, ': Bien réalisé mais. . Commentaire : L\' application est bien faite mais laisse beaucoup trop passer d\' informations précieuse comme le temps entre chaque pompes puis ne s\' adapte pas vraiment au nombre réalisé selon moi '
bien, ': Parfait Commentaire : Appli sympa , décompte des pompes et entrainement adapté a son niveau initiale . '
bien, ': Top pour les exercices regulier Commentaire : Correspond à des exercices que je réalisais avant mais avec cette fois ci des paramètres digne d\' un coach ! '
bien, ': Commentaire : Tres efficace j ai perdu du poids et raffermie mes triceps je la conseil a tous les amateyrs d entrainement quotidien '
bien, ': Parfait Commentaire : J\' étais pas trop chaud pour me lancer mais avec cette application c\' est plutôt facile ! Je recommande vraiment cette appli '
bien, ': Parfait Commentaire : Appli très simple à utiliser , le fait qu\' il y ait un compteur entre chaque exercice permet de bien réguler sa séance . Je recommande '
bien, ': Commentaire : Cet application est trop cool elle permet de s\' entraîner en faisant des pompes avec des niveau différant . '
bien, ': Juste un mot excellent Commentaire : La seul aplli qui a put me motivee avc sit ups pro '
bien, ': Super Commentaire : Le nv de difficulté est vraiment adapter a tous . Cedt vraiment super ! ! ! '
bien, ': ups prp Commentaire : bonjour , j\' ai beaucoup aimé en temps que un ancien sportif sans faire du bien . '
bien, ': Push US pro Commentaire : Très bonne application facile d\' utilisation plan d\' entrainement adapté progrès considérable '
bien, ': Trop bien Commentaire : Bonne apli , peut s \' adapter en plein " niveau " '
bien, ': Très bien mais ... . Commentaire : Un bug de la front cam ! Donc nous somme obligé de refaire certaine pompe ! '
bien, ': Commentaire : Sérieux 343 pushs up en 3jours . Appli motivante ! ! A installer dla bombe '
bien, ': Commentaire : Pas mal , programme adapté en fonction des capacités de départ . A voor dans le temps ... '
bien, ': Un peu de sport Commentaire : Trop facile au départ mais ce met rapidement au niveau souhaiter . '
bien, ': Génial Commentaire : Elle est excellente elle permet de tenir sa forme ! '
bien, ': Simple et efficace Commentaire : Très bonne application pour toutes les personnes qui ont du mal à se motiver toutes seules . '
bien, ': Commentaire : Excellent tout comme je pensais faire avec cette application ^^ : -D '
bien, ': Commentaire : Super appli j le conseil a tous sa fais un ans que je l utilise mais franchement sa ma beaucoup aider a batir mon corps de reve et maintenant chui devenu muscle '
bien, ': Génial Commentaire : Je progresse bien depuis que je l\' utilise ? '
neutre, ': Commentaire : Ça aurais été sympas d\' inclure un didacticiel sur les différentes manière de positionné les mains et les jambes , mais si on sais faire des pompes cette application est pratique et ludique . '
bien, ': Parfait Commentaire : Tres bonne application aves des niveau de difficultes adaptes a tous comme moi qui suit a 2 pompes he la conseil grandement '
bien, ': Le must Commentaire : Apres avoir tester pas mal d appli du meme genre , celle ci est juste la meilleur ! ! '
bien, ': Pour le moment Commentaire : Venant de reprendre la musculation , je cherchais une app qui me permettrai de me depasser jour apres jour . Je ne suis pas decu pour le moment . On verra bien si l\' app restera gratuite . . '
bien, ': Push ups pro Commentaire : Cettz application est géniale le mode alarme est parfait pour se motiver . Je la recommande a tout ceux qui veulent s\' entretenir physiquement '
mauvais, ': Plante au bout de 5 secondes Commentaire : Rafale d\' erreur ( GR01 ) rendant l\' emploi impossible ! Le nom d\' avant était très bien , il suffisait de mettre à jour l\' application précédente et de corriger les bogues . Maintenant : combien de temps pour avoir un logiciel qui marche ? '
mauvais, ': Pourrie ! Commentaire : Erreur FX 10 sur tablette Samsung Galaxy Tab Pro 10.1 impossible de visonner la télévision ! Dépêchez vous de faire le nécessaire ! '
mauvais, ': Erreur toujours Commentaire : Que des erreurs PS07 et FX10 , depuis le lancement de l\' application rien de fonctionne . wifi ou 3g pareil . Server_died '
