@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, 'télévision direct fonctionner   foi|fois essayer regarder télévision obtenir erreur application devenir inutile attente mise jour mettre seul étoile '
mauvais, 'nul dire suivre|être connecter box étoile avoir possible mettre '
bien, 'top   utilisateur note application fonctionner 3G/4G  souci majeur noter interface être ergonomique vidéo être super qualité avoir vrai fracture ancien application qualifier béta  pouvoir profiter puissance multi  écran recommander '
mauvais, 'plante erreur samsung  tablette ori  noter avoir suivre|être seul dommage '
neutre, 'chromecast   instant fonctionner bug  être dommage pouvoir regarder être enregistrer disque dur espérer juste pouvoir profiter application chromecast  être intéressant téléviseur maison autre solution foi|fois Numericable  être avance étoile attendre recul '
mauvais, ' application télécharge  foi|fois vouloir voir chaine erreur énerver suivre|être seul autre avis '
mauvais, 'lecture impossible   impossible utiliser ampli rafale erreur faire Numericable  résoudre problème continuer prélever abonnement '
bien, 'répondre avoir attente   être septique début vue  trouver application être super '
mauvais, 'impossible identifier  impossible identifier application reconnaître avoir connecter réseau box by Numericable  espérer mise jour corriger être bugs  étoile ?  instant fait application servir rien.  '
mauvais, 'utilisation impossible   impossible connecter être wifi  identifier personnel nul nul nul nul nul nul depechez  resoudre  souci genre d’application  devenir incontournable d’autre  fournnisseur  acces  avoir genre d’applicatio  penser aller concurence  savoir faire appli  digne nom '
mauvais, 'avoir application fonctionner avoir code erreur imaginable fx07  mise jour aller rendre application incontournable '
bien, 'ras plantage lancement souci Jai  pouvoir regarder enregistrement '
bien, 'box by suivre|être stupéfaire nouveau mouture application avoir juste mot dire génialissime  abonné Numéricable  recommander télécharger  '
mauvais, 'télécommande   dernier maj  avoir télécommande application servir journal tv  perte qualité être dommage '
mauvais, 'd  erreur falloir revoir copie saint plantage prier code erreur fonctionner foi|fois tablette '
bien, 'bon mise avoir jour   appli  avoir bug  mise avoir jour être En  cas avoir accès avoir partie enregistrement contre film être disque dur box passer souci être pouvoir être régler prochain nouveau mise avoir jour '
bien, 'parfait smartphone  être parfait fonctionner merveille tablette avoir erreur f10  croire durer qualité image être superbe préférer guide ancien appli  suivre|être satisfaire nombre chaine avoir -enfin  augmenter nouveau appli  penser lécher merci développeurs  '
mauvais, 'catastrophe   honte application reconnaître réseau propre box erreur genre pouvoir oser mettre ligne '
mauvais, 'impossible regarder programme enregistrement bout image figer Et  impossible reprendre dernier obliger fermer application redémarrer Mais  faire Ça  marche '
mauvais, 'entrée code client impossible   tablette clavier saisie ouvrer|ouvrir tres  façon furtif condition servir appli  '
mauvais, 'catastrophique pouvoir regarder replays  seul chose fonctionner être possibilité regarder programme suivre|être dégoûter avoir ancien version impossible télécharger  nouveau foutage  gueule '
mauvais, 'avoir pouvoir lancer appli  erreur  appli  avoir air bien dommage afficher erreur lancer erreur afficher écran chargement appli  inutilisable état moi|mois être faire chose pouvoir ouvrir '
mauvais, 'avoir détester être horrible appli  beug  demander améliorer '
bien, 'top changement être radical rien voir ancien version aller part qq  ralentissement savoir jouer Galaxy  '
mauvais, 'Enervant  version d  être terrible nouveau mouture être pire bugue  arrêt '
mauvais, 'bugs    image figer temps obligé redémarrer application être pénible '
mauvais, ' Bientot  moi|mois être service sauf payer euro concurrence être '
mauvais, 'désastre déconnexion intempestif fonctionnement aléatoire dommage avoir alternative '
mauvais, ' Trés  trés  nul avoir recommencer foi|fois connection  identifier impossible connecter abandonner appli  prendre tête numèricable  aller voir '
mauvais, 'erreur ouverture appli  erreur avoir clic demander abonner suivre|être être faux appli  gagner temps arrivé|arrivée appli  SFR-Numericable  '
mauvais, 'fonctionner S3    liste chaîne proposer avoir sport suivre|être abonner prendre exemple savoir faire chose '
mauvais, 'nul rien marche télécharger  avoir mobile garder  ancien version mobile avoir mérite marcher vs  préférer arrêter fonctionnement dommage '
mauvais, 'point   mauvais application bon look utilisation live smartphone  épouvantable impossible suivre match foot direct abonner décevoir '
mauvais, 'impossible voir tablette   version précédent opérationnel moyen envoyer requête déconseiller attendre update  résolution bugs  '
mauvais, 'compliquer impossible identifier  nouveau version présent intérêt identifiants  avoir être reconnaître connexion utile '
mauvais, 'Probleme  numericable  avoir souscrie  avoir abonnenement  debut  envoyer ancien box dater prehistoire  moi|mois probleme  être regler  nouveau box être tres  bruyant être tres  enervant  '
mauvais, ' désoler dire être vrai m****  être sérieux marche coupure être impossible En  payer abonnement 60€  foi|fois extérieur pouvoir avoir accès chaîne payer être juste m****  être bbox  avoir photo application être rare beugue  limite pouvoir comprendre systématique avoir changer regretter '
mauvais, 'appli  avoir image marcher vouloir   voie départ foi|fois maj  horaire aller faire reste considérer départ aller avoir prb  ca  éviter surprise '
neutre, 'moyen Appli  devoir être indispensable être cause manque réactivité précision simplicité '
bien, ' avoir application aide bcp  gérer temps pouvoir être bcp  améliorer '
neutre, 'pouvoir faire  gros problème rubrique prochain train application comporter limiter nombre réponse AVANT  filtrer destination résultat départ gros gare avoir droit laconique train destination lieu réponse attendre '
mauvais, 'recommandable instant avoir utilité connexion devenir impossible doute reste infrastructure materiel  rouler effectif formation personnel dimensionnement être classer rang oubliette garder application folklore '
bien, 'application efficace   bon moyen gagner temps matin arriver serein bagne être temps '
mauvais, 'fonctionner ligne pratique passer dune ligne avoir ligne afficher horaire gare '
mauvais, 'application être image sncf  lent rame mort horaire synchroniser fantaisiste fort être être foutre trouver bled trouver avoir gare sncf  regarder horaire être must  paix application mdr  application faire grève voir être bon ptdr  '
mauvais, ' ucun  intérêt trouver train fiable grand succès sncf  '
neutre, 'être meilleur application être faire application trouver trajet cour|cours temps marche pied correspondre réalité marcher trajet faire minute être afficher minute marche permettre avoir rer  métro indiquer améliorer algorithme revenir application '
mauvais, 'servir rien.  train être annoncer minute passage Puis  supprimer  organiser train être annoncer avoir heure minute supprimer organiser résultat attente quai lieu attendre maison utilité application être fonctionner '
mauvais, 'merci banlieue   prendre compter horaire hiver temps indique bus rouler week  end  itinéraire GPS  fantaisiste problème itinéraire merci perte temps '
mauvais, 'prochain train   horaire train être disponible l  être taire '
mauvais, 'pratique  fonctionner être horaire tenir compte choix LG  '
bien, 'train   avoir application être tranquille aller haut '
neutre, 'bon application  bon application manquer station rer  seine exemple train transilien  afficher rubrique prochain train mettre jour svp  '
mauvais, 'avoir jour   horraires  departs  transilien  R  être soyvent  faux tromper '
mauvais, 'horaire imprécis   annoncer train être partir nez '
bien, 'pratique   interface avoir besoin lifting correspondant code '
mauvais, 'recherche confirmation horaire donner pc  appli  dire avoir heure servir rien changement tjr  inutile être image train pourri '
neutre, 'graphisme revoir  bon app  repasser graphisme '
bien, 'note  super appli  pratique utiliser jour '
mauvais, 'horaire fantaisiste  être horaire prévu aller avoir incident être nombreux ligne horaire être mettre jour application servir rien '
mauvais, 'ergonomie avoir revoir Bugs  prochain train '
bien, 'super manquer bus c  être impeccable ???  '
bien, ' ette  applicabilité troo  aimer ya rien dire '
neutre, 'application essentiel fiable foi|fois être arriver vouloir consulter horaire train service être indisponible frustrer savoir pouvoir devenir incontournable personne prendre fiabilité appli  être améliorer faire attendre '
bien, 'excellent Tres  explication travail clair precises  '
mauvais, 'gros galere    archie  nul previent  ya retard ligne '
mauvais, 'Widget  figer  mise jour donnée widget  rendre l  application inutile os type '
bien, 'super lit savoir train merci '
mauvais, ' être horaire bus correspondre temps réalité avoir causer multitude retard rdv  appli  être déconseiller être organiser trajet voir arrêt falloir descendre être seul avantage '
mauvais, 'effort faire   minute départ avoir voie BL  lieu numéro voie '
bien, 'nouveau jour urgence merci nouveau amélioration gros bug  horaire svp  nouveau version grand nouveauté merci   nouveau jour urgence obligatoire nouveau amélioration application transillien  être jour gros bug  svp  nouveau verser merci amélioration urgence merci grand nouveauté merci bug  svp  mettre place système information train arriver part gare mettre place système approche train départ train merci prendre compte demande '
bien, 'idéal infos    dernier mise jour fonction rafraîchissement exister '
mauvais, 'maj  horaire  dernier maj  application être inutilisable mise jour update  horaire train temps réel disparaître horaire être jour '
mauvais, 'dépasser lent  dépasser changement onglet lent transition application être développer sdk  natif look holo  manquer gare RATP  création trajet favori recherche trajet être q\'une  pager web  appli  nul '
neutre, 'doux déception  bon appli  hier beugs  répétitif absence suppression total train desservir gare être annoncer être sûr faux angoisser réel part =  venir re-installer  appli  espérer aller fonctionner début '
mauvais, 'approximatif tenir compte adresse exact nom rue envoyer milieu donner bon station contact mail indiquer approximation répondre avoir indiquer nom station '
mauvais, 'attention horaire être bon application donner bon horaire être bus STIF  samedi dimanche '
mauvais, 'bertrand  horrible wiko  wax réception 4G  application n  être faire téléphone puce image pixelisée  même carte sim  remettre ancien téléphone sony  xperia  l  application fonctionner avoir merveille '
mauvais, 'mettre avoir jour defectueuse    appli  afficher toujour  service être indisponible espere  beug  être coriger  appli  '
neutre, 'avoir améliorer  même appareil version smartphone  fonctionner qualité audio  vidéo autre époque régler dpi  résolution écran afficher version tablette problème Gnote  '
bien, 'faire excellent qualité vidéo interface fluide demande disponible '
mauvais, 'stabilité fiable   flux video  foi|fois beug  wifi  Samsung  galaxy  tab3  7pouces  '
mauvais, 'orange   Télécharger  tablette problème j  avoir son d  image téléphone portable probleme  '
mauvais, '  impossible lancer application service indisponible erreur '
mauvais, ' manque précision rechercher longue bug  présentation être correct être point '
mauvais, 'flux insuffisant  nouveau version sympa qualité être pourrir fibre réception wifi  fond penser grand écran être '
mauvais, 'fonctionner   orange souhaiter l  pouvoir regarder tele  tablette vendre orange =&gt  limite vol d  autre fournisseur proposer service fiable sujet '
bien, 'bon appli  pratique fonctionner com  dernier màj  pratiquer regarder télé importer importer aimer fait avoir période pouvoir avoir accès chaîne être payant aimer arriver nickel conseil appli  abonné répéter pratique facile utilisation '
mauvais, 'mettre jour   maj  changement aller beug  connexion hyper  lent chaîne avoir droit être indiquer programme chaîne être marquer indisponible honteux '
neutre, 'bon appli  revanche beug  marquer erreur qualité image être mediocre  avoir revoir '
neutre, 'interface être mais.   application marche 4G  marcher wifi  avoir chargement commencer finir info  wifi  être asser  rapide danque  problème vien  laplication  avoir dire 4G  fonctionner fau|faux avoir bon forfait '
mauvais, 'fonctionner   venir acquérir tablette Samsung  tab4  dernier surprendre orange fonctionner abonner bein  sport impossible regarder tablette vif orange '
bien, 'trot cool   trot cool ¡  '
mauvais, 'mauvais qualité image   mettre étoile côté pratique appli  image pourrir galaxy  noter écran hd  '
neutre, 'nouveau interface pratique appli  fonctionner recherche nom être dispo  menu nouveau interface falloir retourner accueil pratiquer passer catégorie autre falloir faire retour joli présentation pratique '
mauvais, ' être pénible foi|fois toucher pouvoir écran même faire mettre télé changer chaîne bouquet avoir souscrire être disponible téléphone '
neutre, 'enregistrement  falloir pouvoir accéder enregistrement décodeur appli  avoir chaine smartphones  dernier génération '
neutre, 'seul application orange valable   être programme tv  télécommande gestion enregistrement préférer application programme tv  '
mauvais, 'dispo  avoir coter box ca  marquer connexion internet  desoler  service indisponible ca  commencer avoir user pouvoir info  gs3  version os dernier maj  apli  bref oranger bouger merci '
mauvais, 'suite dernier Màj  message apparaître foi|fois lancer appli  service être indisponible Code  erreur Avant  application fonctionner être ?  ancien abonner Free  adsl  application maison fonctionner avoir croire entreprise arriver Google  nexus  '
neutre, 'fluide joli dommage manquer compatibilité chromecast  aller orange concurrent avoir passer cap '
bien, 'Epoustouflant  re  mise jour être intuitif rapide galaxy  mini manquer orange '
bien, 'pratique appli  être vouloir regarder télé salon conseil avoir monde '
mauvais, 'fonctionnel -Déformation  image plein écran maj  estival -"Service  indisponible message recevoir suivre|être abonner tv  demande #Veuillez  corriger urgence '
bien, 'bon mise jour  petit coupure dommage '
mauvais, 'fonctionnement aleatoire    super fiable application fonctionner vouloir merci orange '
mauvais, ' suivre|être décevoir mise avoir jour pouvoir regarder telecomande  aller avoir desinstallé  content '
mauvais, 'hd  être titre Pas  hd  live chaîne son terrible pouvoir être canal+  avoir d  image son suivre|être abonner faire couper mise jour d  avoir améliorer réparer d  urgence '
mauvais, ' impossible regarder télé nouveau message apparaître erreur technique chaîne apparaître veuillez  réessayer|réessayer '
mauvais, 'mettre travail nouveau interface servir rien être génial.  euh.  pouvoir regarder télé être être projet avoir réunion prévu bruit couloir xperia  z1  '
neutre, 'moyen qu’auparavant  temps autre bugs  lancement application impossible dernier maj  sembler avoir simplifier avoir préférence côté imagé trouver intuitif application être devenir fade reconnaître patte d’Orange  vouloir neutre possible '
mauvais, 'nul pouvoir être super appli  planter temps marcher midi MAJ  service indisponible fonctionner image être saccader '
bien, 'marcher   satisfaire avoir accès chaîne regarder habitude box '
bien, 'fonctionner   amélioration faire falloir pouvoir supprimer programmation enregistrement distance '
bien, 'oranger   adorer c  regarder télé téléphone tablette batterie casser !&lt  '
mauvais, 'Chromecast   planter obscur raison support enleve  intérêt abonnement '
neutre, 'chaine gratuit   chaine gratuit pouvoir être visualiser avoir image minable net marcher téléphone mise jour '
bien, 'prévision météo france    application être désastre falloir reconnaître prévision être précis concerner coup app  simple sobre être bon compromis pouvoir être pouvoir avoir widgets  taille être paramétrable  être parfait '
neutre, ' faire mise avoir jour manuel temps changer corriger merci '
neutre, '  Bug  souvant  donage  '
neutre, 'perfectible avoir ville affichables  avoir aimer choix '
bien, '
mauvais, 'nul  nul être cool pouvoir faire mise jour prévision être faux '
bien, '  mise avoir jour attendre merci '
bien, 'coule manquer jour nuire mettre ajouter jour pli '
neutre, 'dommage pouvoir avoir détail '
bien, ' complet '
bien, '  mettre jour excellent Merci  '
neutre, ' s  orait  pouvoir faire éfort  dire prévision matinal midi soir nuit même jvais  suite éssayer  app  chaîne météo '
bien, 'cool marche super adorer '
neutre, 'avoir voir mettre widget  '
neutre, ' être exact '
bien, 'super suivre|être client orange sastifait  service '
bien, ' météo d  orange '
bien, '  '
bien, 'complet rapide '
mauvais, 'nul Archi  nul '
mauvais, 'nul marche qu  donnée '
mauvais, ' pouvoir supprimer '
bien, ' meteo  genial  dire vrai avoir tele  avoir toujour  cas merci '
bien, 'parfait aimer '
bien, 'inside   excellent '
bien, ' bon prévision local '
mauvais, ' fonctionner '
bien, 'faire beau  '
neutre, ' manque précision '
neutre, 'mini application léger pouvoir light  '
bien, ' bon application merci '
neutre, 'pouvoir faire améliorer apparence widget  taille 2*1  4*1  indiquer vitesse/direction  vent température réelle/ressentie  tau|taux humidité chance faire mouiller mettre dessin design '
mauvais, 'être moche c  être moche ca  mettre bon ville '
mauvais, ' contact l  appli  donner ville habiter dire introuvable juste avoir petit ville nul '
mauvais, 'N\'   impossible désinstaller  '
bien, '  petit météo matin midi soirée être top '
mauvais, 'meto    aimer meteo  dire jamer  verai  suivre|être deszoler  être '
bien, 'top   previsions  matin midi soir être top '
neutre, 'basique joli widget  reglages  taille couleur différent vitesse vent mètres/secondes  pratique km/h)_  quantité précipitation top '
mauvais, 'nul application incomplet '
bien, 'cool jeu être cool consail  aller avoir maitre  c  être poursa  avoir mettre étoile '
bien, 'cool cool '
bien, 'cool cool cool '
bien, ' cool cool?????  '
bien, 'Coool  cool '
bien, 'cool '
bien, '  cool '
mauvais, 'nul nul avoir faire toujour  même chose avoir jeu desinstale  '
bien, 'clément p  cool   jeu super cool cador mélanger passion drole  conseiller '
bien, 'cool ?  avoir super pouvoir faire expérience être marrer conseiller '
bien, 'aimer    super jeu créateur decois  j  avoir ttes  apps  -l&gt  '
bien, '  Ce  jeu être avoir mourir rire j  adorer faire mélange potion être drôle conseil '
neutre, 'cool jeu être cool téléchargement  aller rapport autre conseiller être chat '
bien, 'cool jeu être cool joue avoir moviestarplanet  appeler ninou1010  suivre|être vip  être niveau '
bien, 'jeu être genial  lasser bout moment   cool être tres  realiste  dire quil  avoir homme regarder cest  importer srx  cest  aller bisou xxx  '
neutre, 'chien parl    e  prandre  produi  être jeu '
bien, 'jeu être tro  marant  mai prob  prendre avoir avoir mettre '
bien, 'cool cool pouvoir faire grand chose '
bien, '  drôle jeu juste tube avoir essai être parfait '
bien, 'adorer   arreter  raconter bêtise avoir pedofile  '
bien, 'jeu être kif cool cool cool '
bien, 'avoir exploser rire labo '
bien, ' cool cool cool cool '
bien, 'chien parler bugue  marrer '
bien, ' jeu être potion être bein  '
bien, ' super petit fil|fils moi|mois être ravir famille '
bien, '  marche bon savoir désinstalle  '
mauvais, 'nul nul tros  nul pas jeu tom '
neutre, 'super être drôle divertir avoir aimer eeck  être lasser '
bien, 'parfaire avoir avoir dire jeu être instant '
bien, 'être unilatéral voir engouement chien gens passer   poétique soporadique  merci '
bien, 'être potion voix chien être drôle étoile '
bien, 'jeu grand  trouver jeu être meilleur chat '
bien, 'cool cool cool -D  '
bien, 'Luna  loup   jeu être super drole  pouvoir parler telephone  '
bien, 'cool cool cool cool '
bien, 'tres  tres  tres    cool cool cool cool '
bien, 'cool cool cool cool cool cool cool '
bien, 'cool cool pas mal avoir pub être embêtant jeu être cool adorer chien '
bien, 'chien parler Cooooooooooooooooooooooooooooooool  cooooooooooooooooooooooooooooooool  cooooooooooooooooooooooooooooooool  '
bien, 'avoir avoir teinture oiseau envergure lutter lever aimer chose être demander regarder pouvoir '
bien, 'Cooooool  j  adorer Lol  '
bien, 'pédophile gauche pédophile droit|droite  être pouvoir traverser aimer gateaux  '
bien, 'cool very  cool '
bien, 'cool cool '
bien, 'cool cool '
bien, 'cool cool '
bien, 'Coool  mere    jeu trop coool  '
bien, ' cool coool  '
bien, ' cool cooooooool  '
bien, ' Cooool  coool  '
neutre, 'defaut  jeu   être peutetre  avoir action être être realiste  c  avoir dire respirer toucher '
neutre, 'cool cool lasante  '
bien, 'merci cool cool '
bien, 'cool tom 1et   cool '
bien, 'avie   jeu être tres  faudre  qu  ailler rue quon  l  amene  avoir lecole  sit  s  eatis  vrai enfent  chat '
bien, 'talking    autre gros frappe bcp  tomber tuer loiseaux  gette  eau aimere  '
bien, 'tom   bien adorer  jeu mignon rose jouer asure  être '
bien, 'cool jeu trip cool avoir gous  '
bien, 'tom chat   jeu aimer  suivre|être hyper  fan conseil jouer avoir jeu avoir d  intelligence enfant bien '
bien, 'chat rire   appli  être amusant avoir faire écouter avoir vrai chat '
bien, 'cool c  cool talking  aimer donner claque tomber suivre|être autre  être sourire '
bien, 'cool cool cool merci '
bien, 'aimer jeu être super amuser  sourire avoir air triste '
bien, 'Méga  cool   personne dire jeu talking  être surveiller pédophile rumeur cour|cours dire œil ginger  avoir voir ga  surveiller avoir pouvoir voir ordinateur chambre histoire faire flipper '
bien, 'adorer jeu être rigolo faire marer  frère '
neutre, 'savoir   faire avoir peur dire avoir dernier '
bien, 'cool adorer jeu qu  être intéresser '
bien, 'bon jeu   un bon jeu maitrai  pa  étoile '
bien, 'petit frère eclate  aplication  rigoler '
bien, 'avoir adorer jeu être cool lol***  '
bien, 'mdrr  faudrer  d  autre habie  marrer '
bien, 'tom chat parler jeu génial dommage falloir sou ?  '
bien, 'cool cool cool cool cool cool cool '
bien, 'cool cool avoir air marrer mettre '
bien, 'cool être trôp  cool cool cool '
bien, 'cool cool cool '
bien, 'cool cool cool cool être '
bien, 'cool cool cool '
bien, 'cool cool cool cool ooh  '
mauvais, 'Bugs  application afficher écran noir vouloir consulter paramètre écran favori revenir avoir carte être fonctionnel telephone  android  probleme  avoir être remonter autre utilisateur '
neutre, 'surprendre application semaine dernier favori disparaître attendre tester autre appli  suivre '
mauvais, 'médiocre  impossible connecter compte fonctionner qd  avoir envie '
mauvais, 'problème résoudre dernier beug  application arrêter vouloir consulter compter Help  '
neutre, ' roblèmes  consulter compte cour|cours location application arrêter Bugs  '
mauvais, 'pire  foi|fois tester application différent version divers téléphone avoir être lent pratique vouloir fonctionner avoir espoir être pire afficher station être lent univelo  être '
mauvais, 'décevoir Desinstallation  plantage bout sec utilisation retourner '
mauvais, 'grand amélioration avoir prévoir  avoir carte trait vert indiquer rue avoir passage protéger vélo '
mauvais, 'fonctionner   avoir plan station plan station apparaître zéro utilité '
neutre, 'mettre jour accès compte faire buguer  appli  dernier mise jour '
bien, 'progrès   continuer desinstalle  GPS  rester activer avoir quitter application rester meilleur app  '
mauvais, 'vide application remonter station icône vélib  visible coup être autre maps  fonctionnalité '
bien, 'Bcp  derniere  version   être carte ouvrer|ouvrir derniere  zoner voir revenir app  bouton centrer position gps  '
bien, ' MAJ  servir avoir chose appli  complet compte favori trajet nombre vélo place dispo  '
mauvais, 'fiable donnees  avoir jour velos  disponible être exact tres  lente '
mauvais, ' l  être impossible accéder avoir autre chose qua  carte station avoir par ca  appli  pratique être '
mauvais, 'pouvoir mettre zéro étoile application inutile être donner parvenir localiser Map  faire '
mauvais, 'marche marche mystère seul intérêt rapport autre applis  consultation compte Encore  boulot devenir incontournable '
mauvais, 'Désinstallation  immédiat application curieux autorisation avoir appeler numéro téléphone application pouvoir demander '
mauvais, 'crash temps   crash permanence vouloir accéder compte gps  mettre jour utiliser galaxy  '
mauvais, ' appli  indiquer dispos carte vide suivre|être rabbatu  univélo  excellent '
mauvais, 'pouvoir faire station vélib  refuser afficher carte application être réactif '
neutre, 'consulter compte vélo être cour|cours location appli  fermer être possible aller compte '
mauvais, 'pire c  être impossible pire pire localisation prendre dispos borne s  afficher '
mauvais, 'application fermer rechercher itinéraire   bout an être temps faire application correct '
bien, 'bon début   être possible connecter compte perso  suivre consommation '
mauvais, 'dommage application fermer regarder compte avoir velib  location obliger réinstaller application dommage '
mauvais, 'afficher   dommage idée être bon affichage station fonctionner '
neutre, 'problème géolocalisation   rendre appli  pratique '
mauvais, ' mpossibilité  consulter compte correction être appréciable '
mauvais, 'marche   application marcher jour fermer ouvrer|ouvrir compte impossible accéder information être dommage application réussir '
bien, 'simple rapide avoir infos  falloir idéal '
mauvais, 'impossible accéder compte   d   l  appli  être nul confirmer être faire vrai développeurs  Géolocalisation  rafraîchir falloir sortir l  appli  relancer maj  position '
bien, 'avoir nouveau fonctionnel MàJ  appli  être fonctionnel donnée actualiser rien redire priori disponibilité vélib  station disparaître bug  durer moi|mois être corriger réactivité '
mauvais, 'connexion compte  gars tester applis  mettre ligne impossible connecter compte '
mauvais, 'satisfaisant numéro telephone  allo  velib  être luxe point départ appli  dernier endroit vélo avoir être déposer impliquer pouvoir logger  position gps  fonctionner bande nul '
mauvais, 'avoir revoir essayer aller compte autre part carte application fermer seul décevoir '
neutre, 'Problemes  appli  indique avoir vélo dispos avoir accrocher être super rager '
mauvais, 'mauvais application geolocalise  être inutilisable faire être mauvais '
neutre, 'fonctionnel ergonomique appli  donner station meme  peiner localiser fonction itinéraire exister être bon point inutilisable état falloir connaître nom station itinéraire appli  tierce maps  exemple aller mettre défaut trajet pied vélo prendre exemple détailler intégralité trajet pied velib  pied tenir compte disponibilité station vrai '
bien, ' être application '
bien, ' faire '
bien, ' efficace '
mauvais, ' ????  ?????  ????  ??????  '
mauvais, 'lasser  son orgue église faire coin-coin son électrique sonner métalophone  petit enfanrs  être rasoir casser oreille '
bien, 'bon application   code falloir prendre foi|fois attention faire espace Code  valider appgratis  '
bien, 'beau boulot  meilleur appli  connaissance double rack clavier écran être excellent idée qualité son être bon pédale sustain  optionnel être bon surprise possibilité créer son être autre apprécier aspect graphique soigner nombreux option paramétrage  offrir merci '
bien, 'devenir merci avoir appgratis  avoir superbe application gé  retrouver véritable libido menotte fouet jouer j  attirer '
mauvais, 'coder promo expirer  dire coder has  expired  description être marquer ?  débloquer version complet aujourd’hui  '
bien, 'aimer bien?    satisfaire application penser version son piano juste fidele  '
bien, 'faire être travail   grand merci appgratis  rentrer code être important rentrer minuscule espace débloquer relancer application application fonctionner mal facile prise main instrument être bienvenu '
bien, 'étonnant  avoir découvrir grâce mise jour apporter petit indéniable développeur  '
bien, 'sympathique faire manquer image type instrument avoir être excellent '
bien, 'application  instant découvrir son juste rigolo arrêter progrès '
bien, 'Vrement  merci avoir app  Jai  decouvert  aplication  grace  avoir app  grattis  donner aplis  genial  '
bien, 'petit appli  génial recommander avoir musicien herbe '
neutre, 'Acces  menu   trouver menu faire code promo francais  possible merci avance '
bien, 'suivre|être fan grand merci tas instrument gratuit '
bien, 'impressionnant merci full version fonctionner impec recommander '
neutre, 'avoir perdre intérêt savoir double clavier intérêt rapport autre '
bien, 'suivre|être beau application parfaire point '
bien, 'problème résolu merci explication super appli    savoir aller débloquer app  acces  menu voir juste piano tablette merci aider '
mauvais, 'nul ridicule touche piano fonctionner '
bien, 'bon sensibilité frappe merci appgratis  beau opportunité '
bien, 'excellent ultra simple   super cool dire juste parfait avoir réussir 5min  avoir faire chanson connaître recommander z '
bien, 'simple efficace beau outil amuser explorer exercer cas tente reconstituer note air trotter tête '
bien, 'App  génial  complet orchestre smartphone  '
bien, 'bluffer  Appli  nikel  avoir obtenir version pro grâce avoir appgratis  grand choix instrument jouabilité  super suivre|être content app  avoir remplacer autre app  pourrir piano '
bien, '  application faire plein son merci appgratis  bon réactivité clavier recommander '
neutre, ' code vouloir marcher version pro dommage '
bien, 'bluffer  réalisme qualité incomparable Bravvvvvooooooo  '
bien, 'Tres    instrument spécial '
bien, 'simple complet efficace  meilleur app  chercher fonctionnalité primordial piano déplacement chargement rapide pub concevoir différent possibilité affichage clavier être pratique espérer rester gratuit '
bien, ' son être bon application téléphone intelligent '
mauvais, 'coder promo marche pas/plus   '
bien, ' Y\'a  meilleur application piano store merci version full pouvoir importer son '
bien, 'super bon piano tel.  phablette  grand '
bien, ''
bien, ' pub simple efficace '
bien, ''
mauvais, 'critique compter  possibilité partager photo moment voir intérêt garder application '
mauvais, ' avoir avoir appli  fermer écrit picsart  avoir cesser fonctionner '
bien, 'adorer   meilleur appli  photo pouvoir faire Du  côté réseau social être bon question photo nickel '
bien, 'magnifique adorer application faire utiliser recommander '
bien, 'Meilleur  gratuit simple avoir utiliser '
bien, 'adorer fait contenir effet photo '
bien, 'être life  être vie être chose ??????????  aîme  '
bien, 'superbe ajouter option arriérer plant background couleur écriture photo option rendre photo qualité image merci '
bien, 'It  could  be  perfect    user of  color  picker by just  touching  avoir from  avoir photo would  be  perfect  '
neutre, '  adorer filtre pop art hola  '
bien, 'être   aimer application photo montage '
bien, 'parfait ramer pouvoir avoir besoin être mettre 5etoiles?  '
bien, ' adorer appli  manque juste thème gratuit cinéma '
bien, 'parfait  top gratuit demander merci '
bien, 'conseil avoir pouvoir faire meme  imaginer '
bien, ' wow  rien dire part '
bien, ' cool '
bien, ' cool '
bien, ' Nickèl  ya k  créer '
bien, ' treeeeees  coool  '
bien, 'parfaire grossir muscle '
bien, ' studio '
bien, ' aplication  être cool ajouter chose image aimer  '
bien, 'bey ikelte  '
mauvais, 'not  working  '
bien, 'parfait  jai  besion  être '
bien, 'app    place where  everyone  becomes  avoir great  artist  '
bien, ' adorer appli  être juste top '
bien, 'aimer   '
bien, 'Tres    être outil parfait '
bien, '  Tres  sympa '
bien, 'adorer   application simple fluide rapide adorer '
bien, ' complete  avoir dire meilleur '
bien, 'superbe appli    dire être bon application utiliser montage beugue  '
bien, ' génial adorer '
bien, '  super new  update  lover it  '
bien, 'super adorer  Beug  '
bien, 'Niquel   application être conseil vouloir faire montage '
bien, ' application être magnifique conseiller telecharger  '
bien, 'suivre|être conqui  *  *  aplie  être juste genial  recomande  '
bien, 'accroc  Addict  application admirer s  trouver servir idée donner inspiration '
bien, ' pplication  permettre exprimer goût permettre découvrir chose excellent graphisme '
bien, ' trouver goût beau application finir occuper temps '
bien, 'superbe  aimer application permettre planifier organiser idée événement suivre|être fan '
mauvais, 'pénible obliger l  installer suivre|être spam  mettre impossible regarder site firefox  m  obliger avoir l  installer '
bien, 'Addicted  trouver inspiration pouvoir être beau thumb  up  possibilité partager tableau secret précis '
bien, 'génial application être parfaire bug  '
bien, 'génial concept appli  être sympa trouver devenir accro  '
bien, 'appli  être réussir user friendly    fidèle site internet  bug  '
bien, ' monde merveilleux évasion rêve beauté meilleur recueil photographie net '
